player,nation,pos,squad,comp,age,born,mp,starts,min,x90s,gls,ast,g_pk,pk,p_katt,crd_y,crd_r,gls_per_90,ast_per_90,gls_ast_per_90,gls_minus_ast_per_90,gls_plus_ast_minus_pk_per_90,xg,npxg,xa,npxg_plus_xa,xg_per_90,xa_per_90,xg_plus_xa_per_90,npxg_per_90,npxg_plus_xa_per_90
Marek Suchý,CZE,DF,Augsburg,Bundesliga,32,1988,5,3,305,3.4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Niklas Süle,GER,DF,Bayern Munich,Bundesliga,24,1995,20,16,1505,16.7,1,0,1,0,0,1,0,0.06,0,0.06,0.06,0.06,1.1,1.1,0.3,1.4,0.07,0.02,0.09,0.07,0.09
Suso,ESP,FW,Sevilla,La Liga,26,1993,34,28,2210,24.6,3,4,3,0,0,2,0,0.12,0.16,0.29,0.12,0.29,2.1,2.1,4.5,6.6,0.09,0.18,0.27,0.09,0.27
Bosko Sutalo,CRO,DF,Atalanta,Serie A,20,2000,7,3,233,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.06,0.06,0,0.06
Mattias Svanberg,SWE,MF,Bologna,Serie A,21,1999,34,24,1852,20.6,5,2,5,0,0,8,1,0.24,0.1,0.34,0.24,0.34,4.1,4.1,2.5,6.6,0.2,0.12,0.32,0.2,0.32
Abdoulaye Sylla,GUI,DF,Nantes,Ligue 1,20,2000,2,0,8,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Issiaga Sylla,GUI,DF,Lens,Ligue 1,26,1994,20,13,1116,12.4,1,0,1,0,0,0,1,0.08,0,0.08,0.08,0.08,1.5,1.5,0.4,1.9,0.12,0.04,0.15,0.12,0.15
Eddy Sylvestre,FRA,"FW,MF",Nice,Ligue 1,20,1999,4,1,97,1.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ádám Szalai,HUN,FW,Mainz 05,Bundesliga,32,1987,18,8,733,8.1,1,0,1,0,0,1,0,0.12,0,0.12,0.12,0.12,2.2,2.2,0.6,2.7,0.26,0.07,0.34,0.26,0.34
Wojciech Szczęsny,POL,GK,Juventus,Serie A,30,1990,30,30,2677,29.7,0,1,0,0,0,0,0,0,0.03,0.03,0,0.03,0,0,0.1,0.1,0,0,0,0,0
Frederik Sørensen,DEN,"DF,MF",Köln,Bundesliga,28,1992,3,1,99,1.1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.1,0.1,0,0.07,0.07,0,0.07
Alexander Sørloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,29,13,1443,16,5,3,5,0,1,2,0,0.31,0.19,0.5,0.31,0.5,6.4,5.7,2.2,7.9,0.4,0.14,0.54,0.35,0.49
Tachi,ESP,DF,Alavés,La Liga,22,1997,12,8,850,9.4,0,0,0,0,0,5,1,0,0,0,0,0,0.2,0.2,0.1,0.4,0.02,0.02,0.04,0.02,0.04
Jonathan Tah,GER,DF,Leverkusen,Bundesliga,24,1996,27,24,2219,24.7,1,0,1,0,0,3,0,0.04,0,0.04,0.04,0.04,0.8,0.8,0.1,1,0.03,0.01,0.04,0.03,0.04
Waniss Taibi,FRA,MF,Angers,Ligue 1,18,2002,2,0,38,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0.11,0,0.11
Flavien Tait,FRA,"MF,FW",Rennes,Ligue 1,27,1993,23,16,1368,15.2,1,3,1,0,0,6,0,0.07,0.2,0.26,0.07,0.26,2.4,2.4,2.3,4.8,0.16,0.15,0.31,0.16,0.31
Adrien Tameze,CMR,MF,Hellas Verona,Serie A,26,1994,33,28,2304,25.6,1,0,1,0,0,6,0,0.04,0,0.04,0.04,0.04,1.7,1.7,1.9,3.5,0.07,0.07,0.14,0.07,0.14
Japhet Tanganga,ENG,DF,Tottenham,English Premier League,21,1999,6,6,487,5.4,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.04,0,0.04,0.04,0.04
Renato Tapia,PER,MF,Celta Vigo,La Liga,25,1995,32,32,2701,30,0,1,0,0,0,11,0,0,0.03,0.03,0,0.03,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06
Edmond Tapsoba,BFA,DF,Leverkusen,Bundesliga,21,1999,31,29,2652,29.5,1,0,1,0,0,5,0,0.03,0,0.03,0.03,0.03,1.1,1.1,0.5,1.5,0.04,0.02,0.05,0.04,0.05
Matt Targett,ENG,DF,Aston Villa,English Premier League,24,1995,38,38,3404,37.8,0,2,0,0,0,7,0,0,0.05,0.05,0,0.05,0.2,0.2,3.1,3.4,0.01,0.08,0.09,0.01,0.09
James Tarkowski,ENG,DF,Burnley,English Premier League,27,1992,36,36,3240,36,1,0,1,0,0,6,0,0.03,0,0.03,0.03,0.03,2.6,2.6,0.7,3.3,0.07,0.02,0.09,0.07,0.09
Ciprian Tătărușanu,ROU,GK,Milan,Serie A,34,1986,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Percy Tau,RSA,"FW,MF",Brighton,English Premier League,26,1994,3,1,103,1.1,0,1,0,0,0,0,0,0,0.87,0.87,0,0.87,0,0,0.3,0.3,0,0.27,0.27,0,0.27
Niklas Tauer,GER,"MF,DF",Mainz 05,Bundesliga,19,2001,5,0,69,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,0.03
Heriberto Tavares,POR,"MF,FW",Brest,Ligue 1,23,1997,4,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0.73,0,0.73,0.73,0.73
Sidnei Tavares,POR,MF,Leicester City,English Premier League,18,2001,2,1,85,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.06,0,0.06,0.06,0.06
Tomás Tavares,POR,"MF,DF",Alavés,La Liga,19,2001,3,0,65,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Taylor,ENG,DF,Burnley,English Premier League,26,1993,29,28,2426,27,0,1,0,0,0,1,0,0,0.04,0.04,0,0.04,0.1,0.1,1.8,1.8,0,0.07,0.07,0,0.07
Neil Taylor,WAL,DF,Aston Villa,English Premier League,31,1989,1,0,16,0.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Allan Tchaptchet,FRA,DF,Southampton,English Premier League,18,2001,1,0,13,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Warren Tchimbembé,CGO,"MF,FW",Metz,Ligue 1,22,1998,15,4,495,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,0.07,0.02,0.09,0.07,0.09
Aurélien Tchouaméni,FRA,MF,Monaco,Ligue 1,20,2000,36,36,3063,34,2,4,2,0,0,9,1,0.06,0.12,0.18,0.06,0.18,4,4,2.1,6.1,0.12,0.06,0.18,0.12,0.18
Álvaro Tejero,ESP,DF,Eibar,La Liga,24,1996,2,1,110,1.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0.03,0.16,0.18,0.03,0.18
Nathan Tella,ENG,"FW,MF",Southampton,English Premier League,21,1999,18,7,745,8.3,1,1,1,0,0,2,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,0.8,2.6,0.22,0.09,0.31,0.22,0.31
Alex Telles,BRA,DF,Manchester Utd,English Premier League,27,1992,9,8,690,7.7,0,2,0,0,0,0,0,0,0.26,0.26,0,0.26,0.2,0.2,1.1,1.3,0.02,0.15,0.17,0.02,0.17
Andrés Tello,COL,"MF,DF",Benevento,Serie A,23,1996,17,2,413,4.6,1,0,1,0,0,3,0,0.22,0,0.22,0.22,0.22,0.4,0.4,0,0.5,0.09,0.01,0.1,0.09,0.1
Cristian Tello,ESP,"FW,MF",Betis,La Liga,28,1991,29,12,1283,14.3,5,3,5,0,0,2,1,0.35,0.21,0.56,0.35,0.56,2.3,2.3,2.7,5,0.16,0.19,0.35,0.16,0.35
Lino Tempelmann,GER,"MF,DF",Freiburg,Bundesliga,21,1999,10,2,270,3,0,0,0,0,0,2,0,0,0,0,0,0,0.2,0.2,0,0.2,0.06,0.01,0.06,0.06,0.06
Hidde ter Avest,NED,DF,Udinese,Serie A,23,1997,6,4,351,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marc-André ter Stegen,GER,GK,Barcelona,La Liga,28,1992,31,31,2790,31,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0,0,0,0,0
Pietro Terracciano,ITA,GK,Fiorentina,Serie A,30,1990,4,2,272,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martin Terrier,FRA,"FW,MF",Rennes,Ligue 1,23,1997,34,30,2436,27.1,9,7,8,1,1,2,1,0.33,0.26,0.59,0.3,0.55,6.3,5.6,4.5,10,0.23,0.17,0.4,0.21,0.37
Claudio Terzi,ITA,DF,Spezia,Serie A,36,1984,25,22,1869,20.8,1,1,1,0,0,9,1,0.05,0.05,0.1,0.05,0.1,0.3,0.3,0.1,0.4,0.02,0,0.02,0.02,0.02
Kenny Tete,NED,DF,Lyon,Ligue 1,24,1995,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kenny Tete,NED,DF,Fulham,English Premier League,24,1995,22,18,1481,16.5,0,1,0,0,0,3,0,0,0.06,0.06,0,0.06,0.2,0.2,1.6,1.8,0.01,0.1,0.11,0.01,0.11
Cedric Teuchert,GER,"FW,MF",Union Berlin,Bundesliga,23,1997,24,5,754,8.4,3,1,3,0,0,2,0,0.36,0.12,0.48,0.36,0.48,3.3,3.3,1,4.3,0.39,0.12,0.52,0.39,0.52
Florian Thauvin,FRA,"FW,MF",Marseille,Ligue 1,27,1993,36,33,2732,30.4,8,8,8,0,2,5,0,0.26,0.26,0.53,0.26,0.53,9.8,8.3,9,17.3,0.32,0.3,0.62,0.27,0.57
Malick Thiaw,GER,DF,Schalke 04,Bundesliga,18,2001,19,15,1452,16.1,1,0,1,0,0,5,1,0.06,0,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0,0.03,0.03,0.03
Jan Thielmann,GER,"FW,MF",Köln,Bundesliga,18,2002,24,9,1029,11.4,2,3,2,0,0,0,0,0.17,0.26,0.44,0.17,0.44,1.1,1.1,0.7,1.7,0.09,0.06,0.15,0.09,0.15
Sada Thioub,SEN,"FW,MF",Angers,Ligue 1,25,1995,27,12,1256,14,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,1.5,1.5,2.1,3.6,0.1,0.15,0.26,0.1,0.26
William Thomas Fish,ENG,DF,Manchester Utd,English Premier League,17,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Luke Thomas,ENG,DF,Leicester City,English Premier League,19,2001,14,12,969,10.8,1,0,1,0,0,2,0,0.09,0,0.09,0.09,0.09,0.3,0.3,0.2,0.6,0.03,0.02,0.05,0.03,0.05
Romain Thomas,FRA,DF,Angers,Ligue 1,32,1988,34,34,3024,33.6,4,0,4,0,0,5,1,0.12,0,0.12,0.12,0.12,2.2,2.2,0,2.2,0.06,0,0.07,0.06,0.07
Adrien Thomasson,FRA,MF,Strasbourg,Ligue 1,26,1993,37,31,2624,29.2,5,1,5,0,0,8,1,0.17,0.03,0.21,0.17,0.21,6.4,6.4,4.7,11.2,0.22,0.16,0.38,0.22,0.38
Erik Thommy,GER,"DF,FW",Stuttgart,Bundesliga,25,1994,8,3,313,3.5,0,2,0,0,0,0,0,0,0.58,0.58,0,0.58,0.5,0.5,0.9,1.3,0.13,0.25,0.38,0.13,0.38
Morten Thorsby,NOR,MF,Sampdoria,Serie A,24,1996,33,29,2648,29.4,3,1,3,0,0,10,0,0.1,0.03,0.14,0.1,0.14,3.7,3.7,0.9,4.5,0.13,0.03,0.15,0.13,0.15
Marcus Thuram,FRA,FW,M'Gladbach,Bundesliga,22,1997,29,20,1731,19.2,8,3,8,0,0,3,1,0.42,0.16,0.57,0.42,0.57,7.8,7.8,2,9.8,0.4,0.1,0.51,0.4,0.51
Khéphren Thuram-Ulie,FRA,MF,Nice,Ligue 1,19,2001,29,17,1494,16.6,2,0,2,0,0,3,0,0.12,0,0.12,0.12,0.12,0.8,0.8,0.3,1.1,0.05,0.02,0.07,0.05,0.07
Cheikh Tidiane Sabaly,SEN,MF,Metz,Ligue 1,21,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0.2
Youri Tielemans,BEL,MF,Leicester City,English Premier League,23,1997,38,37,3357,37.3,6,4,4,2,2,6,0,0.16,0.11,0.27,0.11,0.21,4.5,3,3.3,6.3,0.12,0.09,0.21,0.08,0.17
Kieran Tierney,SCO,DF,Arsenal,English Premier League,23,1997,27,26,2299,25.5,1,3,1,0,0,4,0,0.04,0.12,0.16,0.04,0.16,0.4,0.4,4.1,4.5,0.02,0.16,0.17,0.02,0.17
Steffen Tigges,GER,"FW,DF",Dortmund,Bundesliga,22,1998,6,0,56,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.26,0,0.26,0.26,0.26
Guus Til,NED,FW,Freiburg,Bundesliga,22,1997,7,1,125,1.4,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.4,0.23,0.03,0.26,0.23,0.26
David Timor,ESP,"MF,DF",Getafe,La Liga,30,1989,30,15,1395,15.5,0,0,0,0,0,5,1,0,0,0,0,0,0.5,0.5,0.9,1.4,0.03,0.06,0.09,0.03,0.09
Jean-Clair Todibo,FRA,DF,Nice,Ligue 1,20,1999,15,15,1330,14.8,1,0,1,0,0,5,0,0.07,0,0.07,0.07,0.07,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05
Karl Toko Ekambi,CMR,FW,Lyon,Ligue 1,27,1992,35,34,2811,31.2,14,6,14,0,0,3,0,0.45,0.19,0.64,0.45,0.64,18.4,18.4,6.1,24.5,0.59,0.19,0.78,0.59,0.78
Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,16,7,781,8.7,1,0,1,0,0,1,1,0.12,0,0.12,0.12,0.12,2.3,2.3,0.5,2.8,0.26,0.06,0.32,0.26,0.32
Jeremy Toljan,GER,DF,Sassuolo,Serie A,25,1994,26,18,1490,16.6,0,2,0,0,0,2,0,0,0.12,0.12,0,0.12,0.5,0.5,1,1.5,0.03,0.06,0.09,0.03,0.09
Rafael Tolói,ITA,DF,Atalanta,Serie A,29,1990,31,29,2537,28.2,2,0,2,0,0,9,0,0.07,0,0.07,0.07,0.07,3.5,3.5,0.9,4.4,0.12,0.03,0.16,0.12,0.16
Takehiro Tomiyasu,JPN,DF,Bologna,Serie A,21,1998,31,31,2715,30.2,2,0,2,0,0,4,0,0.07,0,0.07,0.07,0.07,1.2,1.2,0.5,1.8,0.04,0.02,0.06,0.04,0.06
James Tomkins,ENG,DF,Crystal Palace,English Premier League,31,1989,8,6,553,6.1,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0.2,0.1,0.3,0.03,0.01,0.04,0.03,0.04
Fikayo Tomori,ENG,DF,Chelsea,English Premier League,22,1997,1,0,45,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fikayo Tomori,ENG,DF,Milan,Serie A,22,1997,17,16,1466,16.3,1,0,1,0,0,0,0,0.06,0,0.06,0.06,0.06,0.4,0.4,0,0.4,0.03,0,0.03,0.03,0.03
Sandro Tonali,ITA,MF,Milan,Serie A,20,2000,25,17,1330,14.8,0,0,0,0,0,1,1,0,0,0,0,0,0.5,0.5,1.3,1.8,0.03,0.09,0.12,0.03,0.12
Lorenzo Tonelli,ITA,DF,Sampdoria,Serie A,30,1990,23,21,1782,19.8,1,0,1,0,0,11,0,0.05,0,0.05,0.05,0.05,1.3,1.3,0,1.3,0.07,0,0.07,0.07,0.07
Toño,ESP,DF,Levante,La Liga,30,1989,12,9,726,8.1,0,2,0,0,0,2,0,0,0.25,0.25,0,0.25,0,0,0.4,0.4,0.01,0.05,0.06,0.01,0.06
Ömer Toprak,TUR,DF,Werder Bremen,Bundesliga,31,1989,26,24,1940,21.6,2,0,2,0,0,1,0,0.09,0,0.09,0.09,0.09,0.9,0.9,0,0.9,0.04,0,0.04,0.04,0.04
Tyron Tormin,FRA,"MF,FW",Saint-Étienne,Ligue 1,19,2001,3,0,21,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0.12,0.12
Ernesto Torregrossa,ITA,FW,Sampdoria,Serie A,28,1992,6,1,170,1.9,1,0,1,0,0,0,0,0.53,0,0.53,0.53,0.53,0.6,0.6,0.4,0.9,0.29,0.19,0.48,0.29,0.48
Lucas Torreira,URU,"MF,FW",Atlético Madrid,La Liga,24,1996,19,3,518,5.8,1,0,1,0,0,2,0,0.17,0,0.17,0.17,0.17,0.2,0.2,0.6,0.8,0.04,0.1,0.14,0.04,0.14
Ferrán Torres,ESP,"FW,MF",Manchester City,English Premier League,20,2000,24,15,1306,14.5,7,2,7,0,0,1,0,0.48,0.14,0.62,0.48,0.62,5.4,5.4,1.9,7.3,0.37,0.13,0.5,0.37,0.5
Óliver Torres,ESP,"MF,FW",Sevilla,La Liga,25,1994,33,15,1400,15.6,0,3,0,0,0,2,0,0,0.19,0.19,0,0.19,0.8,0.8,1.7,2.5,0.05,0.11,0.16,0.05,0.16
Pau Torres,ESP,DF,Villarreal,La Liga,23,1997,33,33,2970,33,2,2,2,0,0,2,0,0.06,0.06,0.12,0.06,0.12,1.2,1.2,1.1,2.3,0.04,0.03,0.07,0.04,0.07
Roberto Torres,ESP,"MF,FW",Osasuna,La Liga,31,1989,35,19,1894,21,7,1,3,4,5,0,0,0.33,0.05,0.38,0.14,0.19,6.2,2.4,1.5,3.9,0.29,0.07,0.37,0.11,0.18
Lucas Torró,ESP,MF,Osasuna,La Liga,26,1994,25,17,1548,17.2,0,1,0,0,0,4,0,0,0.06,0.06,0,0.06,1.5,1.5,0.6,2.1,0.09,0.03,0.12,0.09,0.12
Jordan Torunarigha,GER,DF,Hertha BSC,Bundesliga,22,1997,14,11,969,10.8,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.7,0.8,0.01,0.06,0.07,0.01,0.07
Cenk Tosun,TUR,FW,Everton,English Premier League,29,1991,5,0,48,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.1,0.1,0,0.25,0.25,0,0.25
Abdoulaye Touré,FRA,MF,Nantes,Ligue 1,26,1994,29,20,1681,18.7,2,2,1,1,1,2,0,0.11,0.11,0.21,0.05,0.16,2.5,1.7,1.8,3.5,0.13,0.1,0.23,0.09,0.19
Almamy Touré,MLI,DF,Eint Frankfurt,Bundesliga,24,1996,17,8,704,7.8,1,1,1,0,0,2,0,0.13,0.13,0.26,0.13,0.26,1.1,1.1,1.2,2.4,0.15,0.16,0.3,0.15,0.3
Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23,1997,26,25,2090,23.2,1,0,1,0,0,7,0,0.04,0,0.04,0.04,0.04,1.5,1.5,1,2.5,0.06,0.04,0.11,0.06,0.11
Andros Townsend,ENG,"MF,FW",Crystal Palace,English Premier League,29,1991,34,25,2258,25.1,1,5,1,0,0,0,0,0.04,0.2,0.24,0.04,0.24,2.3,2.3,3.7,6,0.09,0.15,0.24,0.09,0.24
Conor Townsend,ENG,DF,West Brom,English Premier League,27,1993,25,25,2234,24.8,0,2,0,0,0,0,0,0,0.08,0.08,0,0.08,1,1,2.1,3.1,0.04,0.09,0.13,0.04,0.13
Mattéo Tramoni,FRA,"FW,MF",Cagliari,Serie A,20,2000,6,0,74,0.8,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.07,0,0.07,0.07,0.07
Adama Traoré,ESP,FW,Wolves,English Premier League,24,1996,37,28,2649,29.4,2,2,2,0,0,4,0,0.07,0.07,0.14,0.07,0.14,2.2,2.2,5.4,7.7,0.08,0.18,0.26,0.08,0.26
Amadou Traore,FRA,"MF,FW",Bordeaux,Ligue 1,18,2002,19,0,304,3.4,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.3,0.3,0.8,1,0.08,0.22,0.3,0.08,0.3
Bertrand Traoré,BFA,FW,Aston Villa,English Premier League,24,1995,36,29,2317,25.7,7,6,7,0,0,1,0,0.27,0.23,0.5,0.27,0.5,6.4,6.4,3.2,9.6,0.25,0.12,0.37,0.25,0.37
Boubacar Traoré,MLI,MF,Metz,Ligue 1,18,2001,2,0,54,0.6,1,0,1,0,0,0,0,1.67,0,1.67,1.67,1.67,0,0,0,0,0.05,0,0.05,0.05,0.05
Chaka Traorè,CIV,"FW,MF",Parma,Serie A,15,2004,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.28,0,0.28,0.28,0.28
Charles Traore,MLI,DF,Nantes,Ligue 1,28,1992,22,19,1700,18.9,1,0,1,0,0,6,0,0.05,0,0.05,0.05,0.05,0.2,0.2,0.1,0.4,0.01,0.01,0.02,0.01,0.02
Cheick Traoré,MLI,DF,Lens,Ligue 1,25,1995,2,0,39,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hamari Traoré,MLI,DF,Rennes,Ligue 1,28,1992,35,34,3000,33.3,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,3.3,4.7,0.04,0.1,0.14,0.04,0.14
Ibrahima Traoré,GUI,"FW,DF",M'Gladbach,Bundesliga,32,1988,7,1,98,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.22,0.22,0,0.22
Ismaël Traoré,CIV,DF,Angers,Ligue 1,33,1986,34,34,2993,33.3,3,3,3,0,0,3,0,0.09,0.09,0.18,0.09,0.18,1.5,1.5,0.7,2.3,0.05,0.02,0.07,0.05,0.07
Kevin Trapp,GER,GK,Eint Frankfurt,Bundesliga,30,1990,33,33,2970,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Miguel Trauco,PER,DF,Saint-Étienne,Ligue 1,27,1992,26,22,2035,22.6,0,2,0,0,0,1,0,0,0.09,0.09,0,0.09,0.1,0.1,2.7,2.8,0.01,0.12,0.12,0.01,0.12
Trézéguet,EGY,FW,Aston Villa,English Premier League,25,1994,21,12,1166,13,2,1,2,0,0,0,0,0.15,0.08,0.23,0.15,0.23,3.8,3.8,2,5.8,0.29,0.15,0.45,0.29,0.45
Manu Trigueros,ESP,MF,Villarreal,La Liga,28,1991,35,30,2527,28.1,1,6,1,0,0,6,1,0.04,0.21,0.25,0.04,0.25,2.7,2.7,5.1,7.8,0.1,0.18,0.28,0.1,0.28
Christopher Trimmel,AUT,DF,Union Berlin,Bundesliga,33,1987,31,30,2572,28.6,1,9,1,0,0,9,0,0.03,0.31,0.35,0.03,0.35,0.3,0.3,4.9,5.2,0.01,0.17,0.18,0.01,0.18
Francisco Trincão,POR,"FW,MF",Barcelona,La Liga,20,1999,28,3,706,7.8,3,2,3,0,0,1,0,0.38,0.25,0.64,0.38,0.64,3.1,3.1,1,4.1,0.4,0.13,0.52,0.4,0.52
Alessandro Tripaldelli,ITA,DF,Cagliari,Serie A,21,1999,10,3,300,3.3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.2,0.2,0,0.06,0.06,0,0.06
Kieran Trippier,ENG,DF,Atlético Madrid,La Liga,29,1990,28,28,2475,27.5,0,6,0,0,0,0,0,0,0.22,0.22,0,0.22,0.1,0.1,3.6,3.7,0,0.13,0.14,0,0.14
Leandro Trossard,BEL,"FW,MF",Brighton,English Premier League,25,1994,35,30,2607,29,5,5,5,0,0,2,0,0.17,0.17,0.35,0.17,0.35,5.1,5.1,4.3,9.4,0.18,0.15,0.32,0.18,0.32
Alexis Trouillet,FRA,MF,Nice,Ligue 1,19,2000,5,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,0.06,0.33,0.39,0.06,0.39
Adrien Truffert,FRA,"DF,MF",Rennes,Ligue 1,18,2001,29,23,1951,21.7,1,3,1,0,0,3,0,0.05,0.14,0.18,0.05,0.18,1.5,1.5,2,3.5,0.07,0.09,0.16,0.07,0.16
Marvin Tshibuabua,FRA,DF,Saint-Étienne,Ligue 1,18,2002,1,0,43,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,0.3,0,0.3,0.3,0.3
Kostas Tsimikas,GRE,"DF,FW",Liverpool,English Premier League,24,1996,2,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Axel Tuanzebe,ENG,DF,Manchester Utd,English Premier League,22,1997,9,4,404,4.5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alessandro Tuia,ITA,DF,Benevento,Serie A,30,1990,27,19,1765,19.6,1,0,1,0,0,6,0,0.05,0,0.05,0.05,0.05,0.4,0.4,0.2,0.6,0.02,0.01,0.03,0.02,0.03
Ľubomír Tupta,SVK,MF,Hellas Verona,Serie A,22,1998,2,1,50,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0.39,0,0.39,0.39,0.39
Tuta,BRA,DF,Eint Frankfurt,Bundesliga,21,1999,19,16,1459,16.2,0,0,0,0,0,5,0,0,0,0,0,0,0.1,0.1,0.3,0.4,0.01,0.02,0.02,0.01,0.02
Iyenoma Udogie,ITA,"DF,MF",Hellas Verona,Serie A,17,2002,6,0,170,1.9,0,0,0,0,0,1,0,0,0,0,0,0,0.3,0.3,0,0.3,0.15,0.02,0.17,0.15,0.17
Matthieu Udol,FRA,DF,Metz,Ligue 1,24,1996,25,19,1724,19.2,0,3,0,0,0,1,1,0,0.16,0.16,0,0.16,0.4,0.4,2.2,2.6,0.02,0.11,0.13,0.02,0.13
Naomichi Ueda,JPN,DF,Nîmes,Ligue 1,25,1994,9,8,711,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,0.01,0.06,0.07,0.01,0.07
Chimuanya Ugochukwu,FRA,MF,Rennes,Ligue 1,16,2004,3,1,65,0.7,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.09,0,0.09,0.09,0.09
Hwang Ui-jo,KOR,"FW,MF",Bordeaux,Ligue 1,27,1992,36,32,2503,27.8,12,3,9,3,3,1,0,0.43,0.11,0.54,0.32,0.43,12.4,10.2,2.1,12.2,0.45,0.08,0.52,0.37,0.44
Samir Ujkani,KVX,GK,Torino,Serie A,32,1988,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samuel Umtiti,FRA,DF,Barcelona,La Liga,26,1993,13,6,645,7.2,0,0,0,0,0,1,0,0,0,0,0,0,0.1,0.1,0,0.1,0.02,0,0.02,0.02,0.02
Enes Ünal,TUR,FW,Getafe,La Liga,23,1997,28,15,1318,14.6,4,2,3,1,1,4,0,0.27,0.14,0.41,0.2,0.34,4.1,3.3,1.1,4.4,0.28,0.08,0.35,0.22,0.3
Cengiz Ünder,TUR,"MF,FW",Leicester City,English Premier League,23,1997,9,1,281,3.1,0,2,0,0,0,0,0,0,0.64,0.64,0,0.64,0.3,0.3,1.8,2,0.08,0.57,0.65,0.08,0.65
